"10","任務搜尋器","<hex:024804F201FA03><hex:024904F201FB03>任務搜尋器<hex:0249020103><hex:0248020103>是供<hex:024804F201FA03><hex:024904F201FB03>不同玩家<hex:0249020103><hex:0248020103>組成小隊<hex:02100103>一起挑戰迷宮等任務的<hex:024804F201FA03><hex:024904F201FB03>便利功能<hex:0249020103><hex:0248020103>。<hex:02100103>訪問進入點，選擇<hex:024804F201FA03><hex:024904F201FB03>和其他的玩家進入<hex:0249020103><hex:0248020103>後，<hex:02100103>將會開啟<hex:024804F201FA03><hex:024904F201FB03>任務搜尋器視窗<hex:0249020103><hex:0248020103>。"
"11","申請參加任務","<hex:024804F201FA03><hex:024904F201FB03>勾選想要挑戰的迷宮名稱<hex:0249020103><hex:0248020103>，然後<hex:024804F201FA03><hex:024904F201FB03>按下參加按鈕<hex:0249020103><hex:0248020103>，<hex:02100103>系統就會自動地將參加相同任務的玩家組成小隊。<hex:02100103>這個過程被稱為<hex:024804F201FA03><hex:024904F201FB03>配對<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>※最多只能同時申請參加5個任務。<hex:02100103><hex:02100103>※帶有鎖頭圖案的任務表示當前狀態沒有完全符合參加條件，無法申請參加。<hex:0249020103><hex:0248020103>"
"12","申請的預約狀況","開始申請之後，目的列表中會出現搜尋器的圖示，可以隨時查看<hex:024804F201FA03><hex:024904F201FB03>預約狀況<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>預約狀況視窗中會顯示當前的隊伍情況和伺服器預約情況。"
"13","出發確認窗口","<hex:024804F201FA03><hex:024904F201FB03>配對完成<hex:0249020103><hex:0248020103>時會有<hex:024804F201FA03><hex:024904F201FB03>聲音提示，並彈出視窗<hex:0249020103><hex:0248020103>。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>按下出發按鈕<hex:0249020103><hex:0248020103>就可以進行挑戰了！<hex:02100103><hex:02100103><hex:024804F201F403><hex:024904F201F503>若沒有在限制時間內出發，將會取消參加，需要重新進行選擇。<hex:0249020103><hex:0248020103>"
"14","可以挑戰的迷宮","隨著你的冒險不斷推進，可以挑戰的迷宮數量也會不斷增加。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>當前不可使用任務支援者的迷宮及任務<hex:0249020103><hex:0248020103>請多<hex:024804F201FA03><hex:024904F201FB03>利用任務搜尋器<hex:0249020103><hex:0248020103>參與挑戰！<hex:02100103><hex:02100103>此外成功挑戰過的迷宮也可以重複進行挑戰。<hex:02100103>可以從<hex:024804F201FA03><hex:024904F201FB03>快捷指令<hex:0249020103><hex:0248020103>的<hex:024804F201FA03><hex:024904F201FB03>任務情報<hex:0249020103><hex:0248020103>選單選擇<hex:024804F201FA03><hex:024904F201FB03>任務搜尋器<hex:0249020103><hex:0248020103><hex:02100103>或<hex:024804F201FA03><hex:024904F201FB03>任務支援者<hex:0249020103><hex:0248020103>再次進行挑戰。"
"15","探索特殊迷宮的方法","和專用的非玩家角色對話，或者選擇快捷指令「任務情報」內的<hex:02100103>「<hex:024804F201FA03><hex:024904F201FB03>特殊迷宮探索器<hex:0249020103><hex:0248020103>」開啟專用的視窗，<hex:02100103>進入特殊迷宮探索任務。<hex:02100103><hex:02100103>進入任務時所需的情報都會顯示在專用視窗內，<hex:02100103>同時也可以進行各種設定。"
"16","異變迷宮","特殊迷宮探索之一的<hex:024804F201FA03><hex:024904F201FB03>異變迷宮<hex:0249020103><hex:0248020103><hex:02100103>可以以1～4人的任意人數進行探索，<hex:02100103>難度將會根據探索人數進行<hex:024804F201FA03><hex:024904F201FB03>自動調整<hex:0249020103><hex:0248020103>。<hex:02100103>單人進行探索時，難度可能會相對難一些。<hex:02100103><hex:02100103>想要自己進行探索，或是僅與小隊同伴進行探索時，<hex:02100103>需要關閉<hex:024804F201FA03><hex:024904F201FB03>隊伍不滿4人時進行配對<hex:0249020103><hex:0248020103>的選項。<hex:02100103>（初期狀態為關閉）<hex:02100103><hex:02100103>想要自動配對為4人小隊再進行探索時，<hex:02100103>需要開啟<hex:024804F201FA03><hex:024904F201FB03>隊伍不滿4人時進行配對<hex:0249020103><hex:0248020103>的選項。"
"17","異變技能","在異變迷宮內可以使用「<hex:024804F201FA03><hex:024904F201FB03>異變技能<hex:0249020103><hex:0248020103>」，<hex:02100103>以方便冒險者透過任意職業構成探索迷宮。<hex:02100103><hex:02100103>無論是防護職業還是進攻職業，<hex:02100103>都可以使用<hex:0248020F03>特殊的治療和復活<hex:0248020103>來擔任治療職業的職責，<hex:02100103>當然，其他的職業同樣也準備了不同的<hex:0248020F03>特殊技能<hex:0248020103>。<hex:02100103><hex:02100103>探索時可以使用2種不同的異變技能。<hex:02100103>在專用的視窗選擇<hex:024804F201FA03><hex:024904F201FB03>設定異變技能<hex:0249020103><hex:0248020103>，<hex:02100103>就可以隨時從顯示的異變技能一覽中挑選、設定異變技能了。"
"18","找出迷宮內的故事","異變迷宮需要和相關人物一起探索<hex:02100103>迷宮內的<hex:024804F201FA03><hex:024904F201FB03>分歧路線<hex:0249020103><hex:0248020103>，<hex:02100103>找出藏在迷宮內的<hex:024804F201FA03><hex:024904F201FB03>故事<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>找到的故事會一個一個<hex:02100103>記載到異變迷宮專用的筆記或記錄冊上。<hex:02100103><hex:02100103>點選視窗內的人物，可以開啟專用的人物視窗，<hex:02100103>在人物視窗內可以閱讀已發現的故事。"
"19","挑戰異聞迷宮","開放了特殊迷宮探索的高難度任務——<hex:024804F201FA03><hex:024904F201FB03>異聞迷宮<hex:0249020103><hex:0248020103>。<hex:02100103><hex:02100103>透過點選視窗上方的<hex:024804F201FA03><hex:024904F201FB03>異聞迷宮<hex:0249020103><hex:0248020103>，<hex:02100103>可以將視窗內的資訊改為異聞迷宮的資訊。<hex:02100103><hex:02100103>異聞迷宮中沒有同行的非玩家角色和分歧路線，<hex:02100103>也沒有發現故事等要素。<hex:02100103>異聞迷宮視窗內會顯示<hex:024804F201FA03><hex:024904F201FB03>異聞迷宮列表<hex:0249020103><hex:0248020103>，<hex:02100103>以及在挑戰迷宮時可以獲得的<hex:024804F201FA03><hex:024904F201FB03>專用貨幣<hex:0249020103><hex:0248020103>。"
"20","異聞迷宮的限制","異聞迷宮與異變迷宮不同，<hex:02100103>任務中無法進行<hex:024804F201FA03><hex:024904F201FB03>特職轉換<hex:0249020103><hex:0248020103>。<hex:02100103>同時，復活等普通技能無法解除無法戰鬥狀態，<hex:02100103>只有專用的異變復活技能可以解除無法戰鬥狀態。<hex:02100103><hex:02100103>此外，<hex:024804F201FA03><hex:024904F201FB03>零式<hex:0249020103><hex:0248020103>異聞迷宮中，<hex:02100103>將<hex:024804F201FA03><hex:024904F201FB03>無法使用<hex:0249020103><hex:0248020103>異變技能。<hex:02100103><hex:02100103>零式異聞迷宮只有組滿4人且全員滿足條件後才可進入。"
"21","關於隊員介紹","用於顯示各隊員肖像的專用窗口。在迷宮、討伐殲滅戰等任務開始時會自動顯示。任務開始時顯示的專用窗口無法變更大小與顯示位置。<hex:02100103><hex:02100103>任務開始時顯示的專用窗口可以透過角色設定或從詳細設定變更為非顯示。"
"22","打開隊員介紹窗口的方法","任務中玩家可以從快捷指令的任務情報，選擇任務搜尋器開啟任務選單。透過任務內功能標籤頁的「顯示隊員介紹」按鈕打開隊員介紹窗口。<hex:02100103><hex:02100103>此外任務開始時顯示的隊員介紹，也會以通知的形式顯示，玩家也可以透過該通知打開隊員介紹窗口。"
"23","關於詳細設定","開啟任務選單選擇「顯示隊員介紹」按鈕，可以從彈出的窗口中進行以下的設定：<hex:02100103><hex:02100103>　．副本任務開始時顯示隊員介紹<hex:02100103>　．顯示隊員介紹的通知<hex:02100103>　．肖像靠下顯示"
"24","",""
"25","特殊迷宮探索的品級","對於特殊迷宮探索任務，以<hex:024804F201FA03><hex:024904F201FB03>隨機組隊<hex:0249020103><hex:0248020103>的形式組成4人小隊時，<hex:02100103>需要申請參加任務的隊員滿足迷宮設定的<hex:024804F201FA03><hex:024904F201FB03>平均品級<hex:0249020103><hex:0248020103>。<hex:02100103>以非組隊或固定隊伍形式進行攻略時，<hex:02100103>可以無視平均品級進入迷宮。"
"26","異聞迷宮的配對條件","<hex:024804F201FA03><hex:024904F201FB03>配對條件<hex:0249020103><hex:0248020103>中的<hex:024804F201FA03><hex:024904F201FB03>任務已完成<hex:0249020103><hex:0248020103><hex:02100103>只有在曾經完成過對應任務時才能選擇。"
